ok,range_label,netlist_file,fault_type,events_found,pseudo_fault_nodes_created,labeled_fault_nodes,num_nodes,num_edges,generated_file,generated_file_path,requested_k,effective_k,metadata_used
True,1000-2000,multiplier.v,bridging,1314,1314,1314,44288,64093,bridging_k1314_multiplier.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1314_multiplier.v,1314,1314,True
True,1000-2000,i2c.v,bridging,1320,1320,1320,3342,4326,bridging_k1320_i2c.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1320_i2c.v,1320,1320,True
True,1000-2000,square.v,bridging,1334,1334,1334,36596,50638,bridging_k1334_square.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1334_square.v,1334,1334,True
True,1000-2000,div.v,bridging,1347,1347,1347,102332,155055,bridging_k1347_div.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1347_div.v,1347,1347,True
True,1000-2000,c499.v,bridging,1360,1360,1360,1534,1673,bridging_k1360_c499.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1360_c499.v,1360,1360,True
True,1000-2000,c2670.v,bridging,1369,1369,1369,2068,2582,bridging_k1369_c2670.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1369_c2670.v,1369,1369,True
True,1000-2000,c17.v,bridging,55,55,55,61,56,bridging_k1372_c17.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1372_c17.v,1372,55,True
True,1000-2000,c1908.v,bridging,1461,1461,1461,1940,2440,bridging_k1461_c1908.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1461_c1908.v,1461,1461,True
True,1000-2000,voter.v,bridging,1470,1470,1470,27463,38217,bridging_k1470_voter.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1470_voter.v,1470,1470,True
True,1000-2000,Priority.v,bridging,1498,1498,1498,3314,4013,bridging_k1498_Priority.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1498_Priority.v,1498,1498,True
True,1000-2000,int2float.v,bridging,1523,1523,1523,1930,2046,bridging_k1523_int2float.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1523_int2float.v,1523,1523,True
True,1000-2000,max.v,bridging,1566,1566,1566,6629,7852,bridging_k1566_max.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1566_max.v,1566,1566,True
True,1000-2000,memctrl.v,bridging,1572,1572,1572,82925,117830,bridging_k1572_memctrl.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1572_memctrl.v,1572,1572,True
True,1000-2000,c1355.v,bridging,1579,1579,1579,2097,2600,bridging_k1579_c1355.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1579_c1355.v,1579,1579,True
True,1000-2000,c5315.v,bridging,1651,1651,1651,3237,4739,bridging_k1651_c5315.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1651_c5315.v,1651,1651,True
True,1000-2000,cavlc.v,bridging,1687,1687,1687,2928,3400,bridging_k1687_cavlc.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1687_cavlc.v,1687,1687,True
True,1000-2000,c7552.v,bridging,1705,1705,1705,4036,5899,bridging_k1705_c7552.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1705_c7552.v,1705,1705,True
True,1000-2000,sqrt.v,bridging,1711,1711,1711,38508,62443,bridging_k1711_sqrt.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1711_sqrt.v,1711,1711,True
True,1000-2000,dec.v,bridging,1540,1540,1540,1852,2132,bridging_k1749_dec.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1749_dec.v,1749,1540,True
True,1000-2000,log2.v,bridging,1842,1842,1842,48588,78646,bridging_k1842_log2.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1842_log2.v,1842,1842,True
True,1000-2000,c880.v,bridging,1950,1950,1950,2273,2559,bridging_k1950_c880.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1950_c880.v,1950,1950,True
True,1000-2000,adder.v,bridging,1961,1961,1961,4123,4629,bridging_k1961_adder.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1961_adder.v,1961,1961,True
True,1000-2000,bar.v,bridging,1976,1976,1976,4935,7488,bridging_k1976_bar.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1976_bar.v,1976,1976,True
